Behaviour,Round,total100,total90,total75,total50
GREEDY,7,801,800,164,49
FRONTIER,7,64,63,39,28
GREEDY_FRONTIER,7,87,86,54,27
FRONTIER_ASSIST,7,64,63,39,28
SCOUT,7,138,137,35,24
FRONTIER_CENTRAL_GREEDY,7,219,218,165,27
ZONE_SPLIT,7,206,205,133,61
ZONE_VORONOI,7,72,71,38,26
WANDERING,8,-1,1999,1896,458
GREEDY,8,307,306,110,31
FRONTIER,8,203,202,51,28
GREEDY_FRONTIER,8,60,59,45,31
FRONTIER_ASSIST,8,310,309,51,28
SCOUT,8,125,124,63,27
FRONTIER_CENTRAL_GREEDY,8,107,106,61,29
ZONE_SPLIT,8,228,227,106,58
ZONE_VORONOI,8,83,82,46,29
WANDERING,9,-1,1999,367,184
GREEDY,9,607,606,180,42
FRONTIER,9,59,58,35,24
GREEDY_FRONTIER,9,54,53,38,23
FRONTIER_ASSIST,9,59,58,35,24
SCOUT,9,72,71,46,26
FRONTIER_CENTRAL_GREEDY,9,63,62,35,26
ZONE_SPLIT,9,249,248,101,56
ZONE_VORONOI,9,89,88,43,26
WANDERING,10,-1,1999,793,154
GREEDY,10,729,728,274,76
FRONTIER,10,67,66,46,26
GREEDY_FRONTIER,10,223,222,66,30
FRONTIER_ASSIST,10,68,67,47,26
SCOUT,10,81,80,57,37
FRONTIER_CENTRAL_GREEDY,10,96,95,51,27
ZONE_SPLIT,10,242,241,70,38
ZONE_VORONOI,10,75,74,43,25
WANDERING,11,1339,1338,374,153
GREEDY,11,175,174,47,28
FRONTIER,11,65,64,40,26
GREEDY_FRONTIER,11,83,82,27,22
FRONTIER_ASSIST,11,65,64,40,26
SCOUT,11,90,89,49,27
FRONTIER_CENTRAL_GREEDY,11,112,111,31,23
ZONE_SPLIT,11,225,224,134,59
ZONE_VORONOI,11,66,65,34,22
WANDERING,12,-1,-1,1999,216
GREEDY,12,-1,1999,43,29
FRONTIER,12,64,63,52,33
GREEDY_FRONTIER,12,88,87,42,27
FRONTIER_ASSIST,12,64,63,52,33
SCOUT,12,130,129,94,32
FRONTIER_CENTRAL_GREEDY,12,-1,1999,67,29
ZONE_SPLIT,12,189,188,85,58
ZONE_VORONOI,12,66,65,36,25
WANDERING,13,1349,1348,425,258
GREEDY,13,148,147,60,33
FRONTIER,13,56,55,44,29
GREEDY_FRONTIER,13,71,70,43,27
FRONTIER_ASSIST,13,55,54,44,29
SCOUT,13,68,67,39,27
FRONTIER_CENTRAL_GREEDY,13,52,51,38,28
ZONE_SPLIT,13,270,269,93,61
ZONE_VORONOI,13,62,61,33,23
WANDERING,14,1329,1328,770,386
GREEDY,14,1549,1548,651,42
FRONTIER,14,85,84,60,37
GREEDY_FRONTIER,14,127,126,76,32
FRONTIER_ASSIST,14,88,87,61,37
SCOUT,14,79,78,61,31
FRONTIER_CENTRAL_GREEDY,14,96,95,59,33
ZONE_SPLIT,14,380,379,127,66
ZONE_VORONOI,14,107,106,55,35
WANDERING,15,-1,1999,494,251
GREEDY,15,122,121,89,29
FRONTIER,15,61,60,35,25
GREEDY_FRONTIER,15,71,70,37,24
FRONTIER_ASSIST,15,61,60,35,25
SCOUT,15,60,59,42,27
FRONTIER_CENTRAL_GREEDY,15,53,52,35,26
ZONE_SPLIT,15,-1,1999,86,41
ZONE_VORONOI,15,62,61,36,25
WANDERING,16,-1,1999,607,248
GREEDY,16,380,379,137,35
FRONTIER,16,59,58,35,23
GREEDY_FRONTIER,16,77,76,59,27
FRONTIER_ASSIST,16,59,58,35,23
SCOUT,16,62,61,44,30
FRONTIER_CENTRAL_GREEDY,16,156,155,32,22
ZONE_SPLIT,16,298,297,125,75
ZONE_VORONOI,16,59,58,37,27
WANDERING,17,1436,1435,431,298
GREEDY,17,113,112,74,33
FRONTIER,17,50,49,42,32
GREEDY_FRONTIER,17,73,72,39,23
FRONTIER_ASSIST,17,50,49,42,32
SCOUT,17,78,77,48,33
FRONTIER_CENTRAL_GREEDY,17,165,164,46,27
ZONE_SPLIT,17,248,247,108,53
ZONE_VORONOI,17,67,66,45,32
WANDERING,18,765,764,507,222
GREEDY,18,1107,1106,191,29
FRONTIER,18,100,99,48,29
GREEDY_FRONTIER,18,78,77,42,23
FRONTIER_ASSIST,18,100,99,48,29
SCOUT,18,60,59,42,29
FRONTIER_CENTRAL_GREEDY,18,53,52,35,26
ZONE_SPLIT,18,-1,1999,87,53
ZONE_VORONOI,18,90,89,56,28
WANDERING,19,1100,1099,585,356
GREEDY,19,1727,1726,67,40
FRONTIER,19,57,56,36,26
GREEDY_FRONTIER,19,57,56,43,25
FRONTIER_ASSIST,19,57,56,36,26
SCOUT,19,58,57,37,26
FRONTIER_CENTRAL_GREEDY,19,85,84,34,25
ZONE_SPLIT,19,151,150,95,60
ZONE_VORONOI,19,55,54,38,25
