Behaviour,Round,total100,total90,total75,total50
WANDERING,7,745,744,200,92
GREEDY,7,65,64,44,27
FRONTIER,7,38,37,28,21
GREEDY_FRONTIER,7,46,45,33,25
FRONTIER_ASSIST,7,38,37,28,21
SCOUT,7,45,44,33,22
FRONTIER_CENTRAL_GREEDY,7,37,36,26,20
ZONE_SPLIT,7,176,175,148,53
ZONE_VORONOI,7,37,36,28,22
WANDERING,8,1078,1077,200,103
GREEDY,8,69,68,49,29
FRONTIER,8,37,36,25,20
GREEDY_FRONTIER,8,39,38,33,24
FRONTIER_ASSIST,8,37,36,25,20
SCOUT,8,63,62,40,28
FRONTIER_CENTRAL_GREEDY,8,53,52,31,22
ZONE_SPLIT,8,147,146,111,47
ZONE_VORONOI,8,44,43,30,22
WANDERING,9,745,744,300,121
GREEDY,9,99,98,65,33
FRONTIER,9,39,38,28,21
GREEDY_FRONTIER,9,46,45,35,27
FRONTIER_ASSIST,9,39,38,28,21
SCOUT,9,48,47,36,26
FRONTIER_CENTRAL_GREEDY,9,-1,1999,31,20
ZONE_SPLIT,9,117,116,77,49
ZONE_VORONOI,9,44,43,29,22
WANDERING,10,773,772,206,99
GREEDY,10,157,156,91,43
FRONTIER,10,39,38,28,20
GREEDY_FRONTIER,10,48,47,35,27
FRONTIER_ASSIST,10,39,38,28,20
SCOUT,10,42,41,29,22
FRONTIER_CENTRAL_GREEDY,10,88,87,29,23
ZONE_SPLIT,10,254,253,178,58
ZONE_VORONOI,10,47,46,36,23
WANDERING,11,456,455,145,86
GREEDY,11,76,75,51,37
FRONTIER,11,48,47,33,22
GREEDY_FRONTIER,11,43,42,35,28
FRONTIER_ASSIST,11,48,47,33,22
SCOUT,11,54,53,39,24
FRONTIER_CENTRAL_GREEDY,11,50,49,31,22
ZONE_SPLIT,11,138,137,105,53
ZONE_VORONOI,11,45,44,33,24
WANDERING,12,659,658,162,78
GREEDY,12,66,65,46,33
FRONTIER,12,42,41,27,20
GREEDY_FRONTIER,12,46,45,36,26
FRONTIER_ASSIST,12,42,41,27,20
SCOUT,12,47,46,34,26
FRONTIER_CENTRAL_GREEDY,12,110,109,29,21
ZONE_SPLIT,12,166,165,148,46
ZONE_VORONOI,12,55,54,29,21
WANDERING,13,885,884,230,98
GREEDY,13,84,83,55,29
FRONTIER,13,43,42,31,20
GREEDY_FRONTIER,13,49,48,35,24
FRONTIER_ASSIST,13,43,42,31,20
SCOUT,13,65,64,39,24
FRONTIER_CENTRAL_GREEDY,13,128,127,31,22
ZONE_SPLIT,13,188,187,172,52
ZONE_VORONOI,13,48,47,31,22
WANDERING,14,825,824,385,127
GREEDY,14,355,354,134,73
FRONTIER,14,63,62,39,27
GREEDY_FRONTIER,14,67,66,58,46
FRONTIER_ASSIST,14,63,62,39,27
SCOUT,14,66,65,43,27
FRONTIER_CENTRAL_GREEDY,14,59,58,38,28
ZONE_SPLIT,14,121,120,90,42
ZONE_VORONOI,14,53,52,38,27
WANDERING,15,474,473,200,94
GREEDY,15,68,67,51,34
FRONTIER,15,51,50,29,20
GREEDY_FRONTIER,15,46,45,36,29
FRONTIER_ASSIST,15,51,50,29,20
SCOUT,15,48,47,35,25
FRONTIER_CENTRAL_GREEDY,15,58,57,32,20
ZONE_SPLIT,15,218,217,185,46
ZONE_VORONOI,15,48,47,33,22
WANDERING,16,958,957,261,110
GREEDY,16,202,201,50,22
FRONTIER,16,35,34,25,20
GREEDY_FRONTIER,16,42,41,30,22
FRONTIER_ASSIST,16,35,34,25,20
SCOUT,16,44,43,32,25
FRONTIER_CENTRAL_GREEDY,16,37,36,26,21
ZONE_SPLIT,16,189,188,140,68
ZONE_VORONOI,16,46,45,32,23
WANDERING,17,630,629,139,84
GREEDY,17,94,93,59,33
FRONTIER,17,44,43,29,21
GREEDY_FRONTIER,17,37,36,29,23
FRONTIER_ASSIST,17,44,43,29,21
SCOUT,17,48,47,32,23
FRONTIER_CENTRAL_GREEDY,17,47,46,32,21
ZONE_SPLIT,17,161,160,127,40
ZONE_VORONOI,17,44,43,27,21
WANDERING,18,773,772,217,104
GREEDY,18,283,282,42,29
FRONTIER,18,39,38,29,21
GREEDY_FRONTIER,18,42,41,30,23
FRONTIER_ASSIST,18,39,38,29,21
SCOUT,18,52,51,34,24
FRONTIER_CENTRAL_GREEDY,18,39,38,31,24
ZONE_SPLIT,18,-1,-1,1999,105
ZONE_VORONOI,18,48,47,32,22
WANDERING,19,1072,1071,166,92
GREEDY,19,61,60,39,25
FRONTIER,19,39,38,29,21
GREEDY_FRONTIER,19,41,40,32,23
FRONTIER_ASSIST,19,39,38,29,21
SCOUT,19,57,56,32,24
FRONTIER_CENTRAL_GREEDY,19,67,66,27,21
ZONE_SPLIT,19,180,179,156,94
ZONE_VORONOI,19,43,42,29,22
