Behaviour,Round,total100,total90,total75,total50
FRONTIER_CENTRAL_GREEDY,11,119,118,55,41
ZONE_SPLIT,11,-1,1999,106,65
ZONE_VORONOI,11,119,118,66,44
WANDERING,12,-1,1999,1257,461
GREEDY,12,1095,1094,262,112
FRONTIER,12,69,68,54,38
GREEDY_FRONTIER,12,-1,1999,54,37
FRONTIER_ASSIST,12,69,68,54,38
SCOUT,12,116,115,63,38
FRONTIER_CENTRAL_GREEDY,12,-1,1999,49,35
ZONE_SPLIT,12,-1,1999,174,81
ZONE_VORONOI,12,94,93,65,46
WANDERING,13,-1,1999,1054,400
GREEDY,13,774,773,353,219
FRONTIER,13,82,81,65,38
GREEDY_FRONTIER,13,279,278,65,44
FRONTIER_ASSIST,13,82,81,65,38
SCOUT,13,89,88,67,47
FRONTIER_CENTRAL_GREEDY,13,71,70,52,37
ZONE_SPLIT,13,-1,1999,206,76
ZONE_VORONOI,13,128,127,77,46
WANDERING,14,-1,1999,961,443
GREEDY,14,1295,1294,287,120
FRONTIER,14,72,71,56,39
GREEDY_FRONTIER,14,-1,1999,67,44
FRONTIER_ASSIST,14,72,71,56,39
SCOUT,14,110,109,61,37
FRONTIER_CENTRAL_GREEDY,14,92,91,54,41
ZONE_SPLIT,14,-1,-1,1999,106
ZONE_VORONOI,14,111,110,57,41
WANDERING,15,-1,1999,1371,361
GREEDY,15,1806,1805,368,110
FRONTIER,15,90,89,64,39
GREEDY_FRONTIER,15,138,137,87,40
FRONTIER_ASSIST,15,90,89,64,39
SCOUT,15,138,137,82,58
FRONTIER_CENTRAL_GREEDY,15,84,83,57,44
ZONE_SPLIT,15,-1,1999,111,71
ZONE_VORONOI,15,99,98,59,41
WANDERING,16,-1,1999,761,471
GREEDY,16,821,820,215,122
FRONTIER,16,86,85,55,38
GREEDY_FRONTIER,16,168,167,58,40
FRONTIER_ASSIST,16,86,85,55,38
SCOUT,16,82,81,49,34
FRONTIER_CENTRAL_GREEDY,16,98,97,50,37
ZONE_SPLIT,16,323,322,107,61
ZONE_VORONOI,16,78,77,62,42
WANDERING,17,-1,1999,821,476
GREEDY,17,1450,1449,521,104
FRONTIER,17,75,74,49,36
GREEDY_FRONTIER,17,88,87,57,39
FRONTIER_ASSIST,17,75,74,49,36
SCOUT,17,84,83,53,37
FRONTIER_CENTRAL_GREEDY,17,133,132,52,41
ZONE_SPLIT,17,202,201,116,62
ZONE_VORONOI,17,79,78,57,44
WANDERING,18,-1,1999,1359,583
GREEDY,18,720,719,164,84
FRONTIER,18,95,94,72,43
GREEDY_FRONTIER,18,189,188,68,43
FRONTIER_ASSIST,18,95,94,72,43
SCOUT,18,126,125,99,56
FRONTIER_CENTRAL_GREEDY,18,-1,1999,76,44
ZONE_SPLIT,18,-1,1999,97,63
ZONE_VORONOI,18,120,119,74,43
WANDERING,19,-1,1999,1172,444
GREEDY,19,417,416,158,101
FRONTIER,19,186,185,63,44
GREEDY_FRONTIER,19,100,99,59,40
FRONTIER_ASSIST,19,159,158,63,44
SCOUT,19,-1,1999,71,49
FRONTIER_CENTRAL_GREEDY,19,86,85,57,41
ZONE_SPLIT,19,-1,1999,186,79
ZONE_VORONOI,19,131,130,76,44
