Behaviour,Round,total100,total90,total75,total50
WANDERING,15,1504,1503,448,308
GREEDY,15,386,385,89,57
FRONTIER,15,112,111,74,53
GREEDY_FRONTIER,15,84,83,65,49
FRONTIER_ASSIST,15,112,111,74,53
SCOUT,15,112,111,89,58
FRONTIER_CENTRAL_GREEDY,15,85,84,71,56
ZONE_SPLIT,15,112,111,79,62
ZONE_VORONOI,15,92,91,74,55
WANDERING,16,-1,1999,450,290
GREEDY,16,503,502,88,59
FRONTIER,16,88,87,63,51
GREEDY_FRONTIER,16,90,89,69,55
FRONTIER_ASSIST,16,88,87,63,51
SCOUT,16,148,147,74,56
FRONTIER_CENTRAL_GREEDY,16,85,84,63,49
ZONE_SPLIT,16,98,97,78,58
ZONE_VORONOI,16,118,117,76,52
WANDERING,17,-1,1999,1114,295
GREEDY,17,512,511,121,75
FRONTIER,17,93,92,67,53
GREEDY_FRONTIER,17,100,99,67,52
FRONTIER_ASSIST,17,92,91,67,53
SCOUT,17,124,123,70,53
FRONTIER_CENTRAL_GREEDY,17,95,94,67,54
ZONE_SPLIT,17,151,150,84,66
ZONE_VORONOI,17,113,112,75,56
WANDERING,18,-1,1999,525,268
GREEDY,18,291,290,226,165
FRONTIER,18,123,122,98,64
GREEDY_FRONTIER,18,142,141,117,88
FRONTIER_ASSIST,18,146,145,106,64
SCOUT,18,134,133,103,71
FRONTIER_CENTRAL_GREEDY,18,91,90,76,58
ZONE_SPLIT,18,116,115,87,64
ZONE_VORONOI,18,115,114,88,60
WANDERING,19,-1,1999,631,289
GREEDY,19,176,175,140,108
FRONTIER,19,101,100,73,55
GREEDY_FRONTIER,19,88,87,72,60
FRONTIER_ASSIST,19,101,100,73,55
SCOUT,19,156,155,76,53
FRONTIER_CENTRAL_GREEDY,19,174,173,72,52
ZONE_SPLIT,19,129,128,87,70
ZONE_VORONOI,19,135,134,85,59
