Behaviour,Round,total100,total90,total75,total50
ZONE_VORONOI,9,42,41,27,19
WANDERING,10,739,738,432,80
GREEDY,10,66,65,34,22
FRONTIER,10,43,42,25,17
GREEDY_FRONTIER,10,56,55,36,23
FRONTIER_ASSIST,10,43,42,25,17
SCOUT,10,44,43,30,20
FRONTIER_CENTRAL_GREEDY,10,57,56,33,18
ZONE_SPLIT,10,60,59,34,22
ZONE_VORONOI,10,37,36,24,16
WANDERING,11,792,791,270,119
GREEDY,11,68,67,47,21
FRONTIER,11,40,39,25,16
GREEDY_FRONTIER,11,44,43,36,17
FRONTIER_ASSIST,11,40,39,25,16
SCOUT,11,43,42,28,19
FRONTIER_CENTRAL_GREEDY,11,102,101,28,18
ZONE_SPLIT,11,55,54,32,20
ZONE_VORONOI,11,35,34,25,17
WANDERING,12,371,370,166,71
GREEDY,12,51,50,38,20
FRONTIER,12,31,30,25,18
GREEDY_FRONTIER,12,42,41,31,18
FRONTIER_ASSIST,12,32,31,24,18
SCOUT,12,92,91,28,18
FRONTIER_CENTRAL_GREEDY,12,38,37,22,17
ZONE_SPLIT,12,82,81,35,22
ZONE_VORONOI,12,35,34,25,18
WANDERING,13,324,323,158,73
GREEDY,13,120,119,39,17
FRONTIER,13,31,30,22,16
GREEDY_FRONTIER,13,46,45,30,15
FRONTIER_ASSIST,13,31,30,22,16
SCOUT,13,37,36,24,18
FRONTIER_CENTRAL_GREEDY,13,35,34,24,18
ZONE_SPLIT,13,57,56,30,17
ZONE_VORONOI,13,38,37,24,17
WANDERING,14,302,301,142,67
GREEDY,14,142,141,54,30
FRONTIER,14,48,47,34,19
GREEDY_FRONTIER,14,46,45,30,21
FRONTIER_ASSIST,14,48,47,34,19
SCOUT,14,42,41,29,19
FRONTIER_CENTRAL_GREEDY,14,66,65,25,18
ZONE_SPLIT,14,64,63,37,22
ZONE_VORONOI,14,41,40,27,17
WANDERING,15,370,369,149,79
GREEDY,15,109,108,76,20
FRONTIER,15,46,45,25,17
GREEDY_FRONTIER,15,46,45,34,17
FRONTIER_ASSIST,15,46,45,25,17
SCOUT,15,46,45,33,19
FRONTIER_CENTRAL_GREEDY,15,51,50,23,18
ZONE_SPLIT,15,89,88,38,23
ZONE_VORONOI,15,54,53,26,16
WANDERING,16,327,326,170,93
GREEDY,16,81,80,61,32
FRONTIER,16,37,36,25,19
GREEDY_FRONTIER,16,38,37,27,20
FRONTIER_ASSIST,16,37,36,25,19
SCOUT,16,44,43,32,22
FRONTIER_CENTRAL_GREEDY,16,86,85,25,19
ZONE_SPLIT,16,58,57,31,22
ZONE_VORONOI,16,100,99,37,20
WANDERING,17,723,722,422,146
GREEDY,17,153,152,46,23
FRONTIER,17,31,30,23,16
GREEDY_FRONTIER,17,46,45,34,19
FRONTIER_ASSIST,17,31,30,23,16
SCOUT,17,43,42,36,27
FRONTIER_CENTRAL_GREEDY,17,46,45,29,18
ZONE_SPLIT,17,137,136,37,23
ZONE_VORONOI,17,47,46,27,16
WANDERING,18,683,682,117,71
GREEDY,18,71,70,35,19
FRONTIER,18,36,35,22,16
GREEDY_FRONTIER,18,40,39,27,17
FRONTIER_ASSIST,18,36,35,22,16
SCOUT,18,46,45,25,17
FRONTIER_CENTRAL_GREEDY,18,30,29,23,16
ZONE_SPLIT,18,59,58,28,19
ZONE_VORONOI,18,32,31,25,18
WANDERING,19,706,705,136,66
GREEDY,19,54,53,37,22
FRONTIER,19,32,31,24,17
GREEDY_FRONTIER,19,48,47,34,19
FRONTIER_ASSIST,19,32,31,24,17
SCOUT,19,42,41,28,20
FRONTIER_CENTRAL_GREEDY,19,31,30,24,19
ZONE_SPLIT,19,63,62,35,23
ZONE_VORONOI,19,32,31,24,17
