,Behaviour,Round,total100,total90,total75,total50
174,GREEDY_FRONTIER,19,0.037122969837587005,0.03634957463263728,0.026295436968290797,0.014694508894044857
175,FRONTIER_ASSIST,19,0.02474864655839134,0.02397525135344161,0.018561484918793503,0.013147718484145398
176,SCOUT,19,0.03248259860788863,0.0317092034029389,0.02165506573859242,0.015467904098994586
177,FRONTIER_CENTRAL_GREEDY,19,0.02397525135344161,0.02320185614849188,0.018561484918793503,0.014694508894044857
178,ZONE_SPLIT,19,0.048723897911832945,0.04795050270688322,0.027068832173240527,0.017788089713843776
179,ZONE_VORONOI,19,0.02474864655839134,0.02397525135344161,0.018561484918793503,0.013147718484145398
0,WANDERING,0,0.592296148074037,0.5917958979489745,0.2111055527763882,0.07903951975987994
1,GREEDY,0,0.20710355177588793,0.2066033016508254,0.0655327663831916,0.021510755377688845
2,FRONTIER,0,0.02451225612806403,0.0240120060030015,0.016508254127063533,0.01150575287643822
3,GREEDY_FRONTIER,0,0.1310655327663832,0.13056528264132067,0.02051025512756378,0.013506753376688344
4,FRONTIER_ASSIST,0,0.02451225612806403,0.0240120060030015,0.016508254127063533,0.01150575287643822
5,SCOUT,0,0.03801900950475238,0.03751875937968985,0.017508754377188594,0.013006503251625813
6,FRONTIER_CENTRAL_GREEDY,0,,1.0,0.017508754377188594,0.013006503251625813
7,ZONE_SPLIT,0,0.11655827913956979,0.11605802901450725,0.04702351175587794,0.022011005502751375
8,ZONE_VORONOI,0,0.03451725862931466,0.03401700850425213,0.02001000500250125,0.01250625312656328
9,WANDERING,1,0.9984992496248124,0.9979989994997499,0.288144072036018,0.10955477738869435
10,GREEDY,1,0.21710855427713857,0.21660830415207605,0.12056028014007003,0.03401700850425213
11,FRONTIER,1,0.04452226113056528,0.04402201100550275,0.031015507753876938,0.013506753376688344
12,GREEDY_FRONTIER,1,0.5397698849424712,0.5392696348174087,0.029514757378689346,0.015007503751875938
13,FRONTIER_ASSIST,1,0.03951975987993997,0.03901950975487744,0.026513256628314157,0.013506753376688344
14,SCOUT,1,0.060030015007503754,0.05952976488244122,0.03701850925462731,0.016508254127063533
15,FRONTIER_CENTRAL_GREEDY,1,,1.0,0.02001000500250125,0.013506753376688344
16,ZONE_SPLIT,1,,1.0,0.0415207603801901,0.02501250625312656
17,ZONE_VORONOI,1,0.057028514257128564,0.05652826413206603,0.029514757378689346,0.015007503751875938
18,WANDERING,2,0.6538269134567284,0.6533266633316658,0.3021510755377689,0.0880440220110055
19,GREEDY,2,0.3046523261630815,0.304152076038019,0.057028514257128564,0.022011005502751375
20,FRONTIER,2,0.026513256628314157,0.026013006503251626,0.015007503751875938,0.011005502751375688
21,GREEDY_FRONTIER,2,,1.0,0.02001000500250125,0.01150575287643822
22,FRONTIER_ASSIST,2,0.026513256628314157,0.026013006503251626,0.015007503751875938,0.011005502751375688
23,SCOUT,2,0.03251625812906453,0.032016008004002,0.017008504252126064,0.01200600300150075
24,FRONTIER_CENTRAL_GREEDY,2,,1.0,0.014507253626813406,0.01150575287643822
25,ZONE_SPLIT,2,0.05902951475737869,0.058529264632316155,0.04702351175587794,0.022511255627813906
26,ZONE_VORONOI,2,0.0240120060030015,0.02351175587793897,0.017508754377188594,0.01250625312656328
27,WANDERING,3,0.6443221610805403,0.6438219109554777,0.2526263131565783,0.1025512756378189
28,GREEDY,3,0.35917958979489745,0.3586793396698349,0.08054027013506754,0.017008504252126064
29,FRONTIER,3,0.032016008004002,0.03151575787893947,0.018009004502251125,0.01150575287643822
30,GREEDY_FRONTIER,3,0.09154577288644322,0.09104552276138068,0.017008504252126064,0.01150575287643822
31,FRONTIER_ASSIST,3,0.032016008004002,0.03151575787893947,0.018009004502251125,0.01150575287643822
32,SCOUT,3,0.05002501250625312,0.04952476238119059,0.022511255627813906,0.013506753376688344
33,FRONTIER_CENTRAL_GREEDY,3,0.08204102051025512,0.0815407703851926,0.016008004002001,0.01200600300150075
34,ZONE_SPLIT,3,0.09954977488744372,0.09904952476238119,0.04852426213106553,0.025512756378189096
35,ZONE_VORONOI,3,0.03601800900450225,0.03551775887943972,0.02301150575287644,0.014507253626813406
36,WANDERING,4,,1.0,0.5932966483241621,0.17708854427213608
37,GREEDY,4,0.2666333166583292,0.2661330665332666,0.08754377188594298,0.04352176088044022
38,FRONTIER,4,0.053526763381690844,0.05302651325662831,0.03951975987993997,0.01950975487743872
39,GREEDY_FRONTIER,4,0.04602301150575288,0.04552276138069034,0.03551775887943972,0.02051025512756378
40,FRONTIER_ASSIST,4,0.04552276138069034,0.04502251125562781,0.03501750875437719,0.01950975487743872
41,SCOUT,4,0.04652326163081541,0.04602301150575288,0.0335167583791896,0.017508754377188594
42,FRONTIER_CENTRAL_GREEDY,4,,1.0,0.030515257628814407,0.017508754377188594
43,ZONE_SPLIT,4,0.08704352176088044,0.0865432716358179,0.0400200100050025,0.02751375687843922
44,ZONE_VORONOI,4,0.058029014507253625,0.057528764382191094,0.04202101050525263,0.01900950475237619
45,WANDERING,5,,1.0,0.3381690845422711,0.13656828414207103
46,GREEDY,5,0.45222611305652827,0.4517258629314657,0.08054027013506754,0.029014507253626812
47,FRONTIER,5,0.032016008004002,0.03151575787893947,0.022011005502751375,0.01250625312656328
48,GREEDY_FRONTIER,5,,1.0,0.02351175587793897,0.013006503251625813
49,FRONTIER_ASSIST,5,0.03151575787893947,0.031015507753876938,0.022011005502751375,0.01250625312656328
50,SCOUT,5,0.04302151075537769,0.04252126063031516,0.029014507253626812,0.017008504252126064
51,FRONTIER_CENTRAL_GREEDY,5,0.09154577288644322,0.09104552276138068,0.02451225612806403,0.01250625312656328
52,ZONE_SPLIT,5,0.08104052026013006,0.08054027013506754,0.05002501250625312,0.029014507253626812
53,ZONE_VORONOI,5,0.03551775887943972,0.03501750875437719,0.018009004502251125,0.01250625312656328
54,WANDERING,6,,1.0,0.2851425712856428,0.11905952976488245
55,GREEDY,6,0.28414207103551775,0.2836418209104552,0.06853426713356678,0.032016008004002
56,FRONTIER,6,0.0335167583791896,0.03301650825412707,0.018509254627313655,0.01200600300150075
57,GREEDY_FRONTIER,6,0.031015507753876938,0.030515257628814407,0.01950975487743872,0.013506753376688344
58,FRONTIER_ASSIST,6,0.0335167583791896,0.03301650825412707,0.018509254627313655,0.01200600300150075
59,SCOUT,6,0.029014507253626812,0.028514257128564282,0.018509254627313655,0.01200600300150075
60,FRONTIER_CENTRAL_GREEDY,6,0.07453726863431716,0.07403701850925462,0.01900950475237619,0.013506753376688344
61,ZONE_SPLIT,6,0.13206603301650827,0.13156578289144572,0.05102551275637819,0.030015007503751877
62,ZONE_VORONOI,6,0.029514757378689346,0.029014507253626812,0.01950975487743872,0.01250625312656328
63,WANDERING,7,0.7668834417208604,0.7663831915957979,0.3181590795397699,0.10855427713856929
64,GREEDY,7,0.13206603301650827,0.13156578289144572,0.04202101050525263,0.021510755377688845
65,FRONTIER,7,,1.0,0.015007503751875938,0.010505252626313157
66,GREEDY_FRONTIER,7,0.029514757378689346,0.029014507253626812,0.017008504252126064,0.01200600300150075
67,FRONTIER_ASSIST,7,,1.0,0.015007503751875938,0.010505252626313157
68,SCOUT,7,0.0335167583791896,0.03301650825412707,0.017508754377188594,0.011005502751375688
69,FRONTIER_CENTRAL_GREEDY,7,,1.0,0.015507753876938469,0.011005502751375688
70,ZONE_SPLIT,7,0.09554777388694347,0.09504752376188094,0.05552776388194097,0.03301650825412707
71,ZONE_VORONOI,7,0.05202601300650325,0.05152576288144072,0.018509254627313655,0.013506753376688344
72,WANDERING,8,0.8979489744872436,0.897448724362181,0.3461730865432716,0.23461730865432717
73,GREEDY,8,0.21960980490245122,0.2191095547773887,0.05202601300650325,0.03751875937968985
74,FRONTIER,8,0.03701850925462731,0.03651825912956478,0.030015007503751877,0.015507753876938469
75,GREEDY_FRONTIER,8,,1.0,0.01950975487743872,0.013506753376688344
76,FRONTIER_ASSIST,8,0.03851925962981491,0.03801900950475238,0.030015007503751877,0.015507753876938469
77,SCOUT,8,0.03451725862931466,0.03401700850425213,0.02351175587793897,0.014007003501750876
78,FRONTIER_CENTRAL_GREEDY,8,,1.0,0.02351175587793897,0.016008004002001
79,ZONE_SPLIT,8,0.12206103051525763,0.12156078039019509,0.05552776388194097,0.032016008004002
80,ZONE_VORONOI,8,0.04252126063031516,0.04202101050525263,0.027013506753376687,0.018509254627313655
81,WANDERING,9,0.5747873936968484,0.5742871435717859,0.2986493246623312,0.10355177588794397
82,GREEDY,9,0.12056028014007003,0.12006003001500751,0.06503251625812906,0.05002501250625312
83,FRONTIER,9,0.04852426213106553,0.048024012006003,0.018009004502251125,0.01250625312656328
84,GREEDY_FRONTIER,9,0.058529264632316155,0.058029014507253625,0.02351175587793897,0.014507253626813406
85,FRONTIER_ASSIST,9,0.064032016008004,0.06353176588294147,0.018009004502251125,0.01250625312656328
86,SCOUT,9,0.03651825912956478,0.03601800900450225,0.02001000500250125,0.013006503251625813
87,FRONTIER_CENTRAL_GREEDY,9,,1.0,0.02001000500250125,0.013006503251625813
88,ZONE_SPLIT,9,,1.0,0.053526763381690844,0.026513256628314157
89,ZONE_VORONOI,9,0.03651825912956478,0.03601800900450225,0.02001000500250125,0.013506753376688344
90,WANDERING,10,0.9409704852426213,0.9404702351175588,0.22161080540270134,0.11505752876438219
91,GREEDY,10,0.6793396698349174,0.678839419709855,0.1730865432716358,0.031015507753876938
92,FRONTIER,10,0.030015007503751877,0.029514757378689346,0.022511255627813906,0.016008004002001
93,GREEDY_FRONTIER,10,0.05902951475737869,0.058529264632316155,0.02001000500250125,0.014007003501750876
94,FRONTIER_ASSIST,10,0.028514257128564282,0.02801400700350175,0.02301150575287644,0.016008004002001
95,SCOUT,10,0.028514257128564282,0.02801400700350175,0.02051025512756378,0.014007003501750876
96,FRONTIER_CENTRAL_GREEDY,10,0.03151575787893947,0.031015507753876938,0.016008004002001,0.01250625312656328
97,ZONE_SPLIT,10,,1.0,0.04552276138069034,0.03151575787893947
98,ZONE_VORONOI,10,0.0335167583791896,0.03301650825412707,0.021010505252626314,0.014507253626813406
99,WANDERING,11,,1.0,0.29314657328664334,0.12356178089044523
100,GREEDY,11,,1.0,0.05102551275637819,0.01950975487743872
101,FRONTIER,11,0.03251625812906453,0.032016008004002,0.0240120060030015,0.014007003501750876
102,GREEDY_FRONTIER,11,0.0335167583791896,0.03301650825412707,0.01900950475237619,0.01250625312656328
103,FRONTIER_ASSIST,11,0.03251625812906453,0.032016008004002,0.0240120060030015,0.014007003501750876
104,SCOUT,11,0.04302151075537769,0.04252126063031516,0.029514757378689346,0.017508754377188594
105,FRONTIER_CENTRAL_GREEDY,11,0.031015507753876938,0.030515257628814407,0.022011005502751375,0.016008004002001
106,ZONE_SPLIT,11,0.135567783891946,0.13506753376688344,0.07153576788394198,0.04652326163081541
107,ZONE_VORONOI,11,0.060530265132566284,0.060030015007503754,0.031015507753876938,0.014507253626813406
108,WANDERING,12,,1.0,0.24262131065532766,0.10855427713856929
109,GREEDY,12,0.6848424212106053,0.6843421710855427,0.0880440220110055,0.03401700850425213
110,FRONTIER,12,0.03801900950475238,0.03751875937968985,0.02501250625312656,0.014007003501750876
111,GREEDY_FRONTIER,12,0.04402201100550275,0.04352176088044022,0.0240120060030015,0.013506753376688344
112,FRONTIER_ASSIST,12,0.03751875937968985,0.03701850925462731,0.02501250625312656,0.014007003501750876
113,SCOUT,12,0.04252126063031516,0.04202101050525263,0.02501250625312656,0.017508754377188594
114,FRONTIER_CENTRAL_GREEDY,12,0.04952476238119059,0.04902451225612806,0.02001000500250125,0.014007003501750876
115,ZONE_SPLIT,12,0.10705352676338169,0.10655327663831916,0.04702351175587794,0.02451225612806403
116,ZONE_VORONOI,12,0.04502251125562781,0.04452226113056528,0.02351175587793897,0.014007003501750876
117,WANDERING,13,,1.0,0.3311655827913957,0.13906953476738368
118,GREEDY,13,0.8989494747373686,0.8984492246123061,0.061530765382691345,0.03951975987993997
119,FRONTIER,13,0.03801900950475238,0.03751875937968985,0.027013506753376687,0.01950975487743872
120,GREEDY_FRONTIER,13,0.048024012006003,0.04752376188094047,0.02751375687843922,0.016008004002001
121,FRONTIER_ASSIST,13,0.0400200100050025,0.03951975987993997,0.026013006503251626,0.01900950475237619
122,SCOUT,13,0.04452226113056528,0.04402201100550275,0.03251625812906453,0.014507253626813406
123,FRONTIER_CENTRAL_GREEDY,13,,1.0,0.0240120060030015,0.014007003501750876
124,ZONE_SPLIT,13,0.12856428214107055,0.128064032016008,0.0655327663831916,0.04752376188094047
125,ZONE_VORONOI,13,0.04502251125562781,0.04452226113056528,0.029014507253626812,0.017508754377188594
126,WANDERING,14,,1.0,0.46823411705852924,0.09004502251125562
127,GREEDY,14,0.1660830415207604,0.16558279139569784,0.07003501750875438,0.04502251125562781
128,FRONTIER,14,0.027013506753376687,0.026513256628314157,0.018009004502251125,0.013006503251625813
129,GREEDY_FRONTIER,14,,1.0,0.022511255627813906,0.014507253626813406
130,FRONTIER_ASSIST,14,0.027013506753376687,0.026513256628314157,0.018009004502251125,0.013006503251625813
131,SCOUT,14,,1.0,0.02001000500250125,0.014507253626813406
132,FRONTIER_CENTRAL_GREEDY,14,0.03551775887943972,0.03501750875437719,0.017008504252126064,0.013506753376688344
133,ZONE_SPLIT,14,,1.0,0.057028514257128564,0.02301150575287644
134,ZONE_VORONOI,14,0.03251625812906453,0.032016008004002,0.021010505252626314,0.015007503751875938
135,WANDERING,15,0.9219609804902451,0.9214607303651826,0.33016508254127064,0.1330665332666333
136,GREEDY,15,0.7208604302151076,0.720360180090045,0.0750375187593797,0.04252126063031516
137,FRONTIER,15,0.03151575787893947,0.031015507753876938,0.022011005502751375,0.01150575287643822
138,GREEDY_FRONTIER,15,,1.0,0.027013506753376687,0.014007003501750876
139,FRONTIER_ASSIST,15,0.03151575787893947,0.031015507753876938,0.022011005502751375,0.01150575287643822
140,SCOUT,15,0.03451725862931466,0.03401700850425213,0.021510755377688845,0.013506753376688344
141,FRONTIER_CENTRAL_GREEDY,15,,1.0,0.017008504252126064,0.01250625312656328
142,ZONE_SPLIT,15,,1.0,0.054527263631815905,0.029014507253626812
143,ZONE_VORONOI,15,0.03401700850425213,0.0335167583791896,0.01900950475237619,0.013506753376688344
144,WANDERING,16,,1.0,0.352176088044022,0.20710355177588793
145,GREEDY,16,0.5497748874437218,0.5492746373186593,0.0655327663831916,0.04502251125562781
146,FRONTIER,16,0.04752376188094047,0.04702351175587794,0.02801400700350175,0.015007503751875938
147,GREEDY_FRONTIER,16,0.054027013506753374,0.053526763381690844,0.03701850925462731,0.015507753876938469
148,FRONTIER_ASSIST,16,0.04752376188094047,0.04702351175587794,0.02801400700350175,0.015007503751875938
149,SCOUT,16,0.06303151575787894,0.06253126563281641,0.030515257628814407,0.014507253626813406
150,FRONTIER_CENTRAL_GREEDY,16,,1.0,0.026013006503251626,0.013006503251625813
151,ZONE_SPLIT,16,0.144072036018009,0.14357178589294647,0.062031015507753876,0.03901950975487744
152,ZONE_VORONOI,16,0.08254127063531766,0.08204102051025512,0.029514757378689346,0.016508254127063533
153,WANDERING,17,,1.0,0.16908454227113556,0.09104552276138068
154,GREEDY,17,0.17008504252126064,0.1695847923961981,0.0865432716358179,0.026513256628314157
155,FRONTIER,17,0.03401700850425213,0.0335167583791896,0.022511255627813906,0.015507753876938469
156,GREEDY_FRONTIER,17,0.04652326163081541,0.04602301150575288,0.018509254627313655,0.014507253626813406
157,FRONTIER_ASSIST,17,0.03401700850425213,0.0335167583791896,0.022511255627813906,0.015507753876938469
158,SCOUT,17,0.06653326663331666,0.06603301650825413,0.04252126063031516,0.016508254127063533
159,FRONTIER_CENTRAL_GREEDY,17,0.04702351175587794,0.04652326163081541,0.017008504252126064,0.013006503251625813
160,ZONE_SPLIT,17,0.12456228114057029,0.12406203101550775,0.07703851925962982,0.04252126063031516
161,ZONE_VORONOI,17,0.030515257628814407,0.030015007503751877,0.021010505252626314,0.013006503251625813
162,WANDERING,18,,1.0,0.3646823411705853,0.09804902451225612
163,GREEDY,18,0.376688344172086,0.3761880940470235,0.0670335167583792,0.03151575787893947
164,FRONTIER,18,,1.0,0.017508754377188594,0.01200600300150075
165,GREEDY_FRONTIER,18,0.04252126063031516,0.04202101050525263,0.02351175587793897,0.013506753376688344
166,FRONTIER_ASSIST,18,,1.0,0.017508754377188594,0.01200600300150075
167,SCOUT,18,,1.0,0.02351175587793897,0.017008504252126064
168,FRONTIER_CENTRAL_GREEDY,18,,1.0,0.017508754377188594,0.01200600300150075
169,ZONE_SPLIT,18,0.080040020010005,0.07953976988494248,0.04402201100550275,0.02451225612806403
170,ZONE_VORONOI,18,0.030015007503751877,0.029514757378689346,0.021510755377688845,0.014507253626813406
171,WANDERING,19,0.6608304152076038,0.6603301650825413,0.2736368184092046,0.1040520260130065
172,GREEDY,19,0.2221110555277639,0.22161080540270134,0.09004502251125562,0.03851925962981491
173,FRONTIER,19,0.03551775887943972,0.03501750875437719,0.026513256628314157,0.015007503751875938
174,GREEDY_FRONTIER,19,0.05652826413206603,0.0560280140070035,0.02451225612806403,0.017008504252126064
175,FRONTIER_ASSIST,19,0.03551775887943972,0.03501750875437719,0.026013006503251626,0.015007503751875938
176,SCOUT,19,0.03401700850425213,0.0335167583791896,0.021010505252626314,0.014507253626813406
177,FRONTIER_CENTRAL_GREEDY,19,0.02751375687843922,0.027013506753376687,0.01950975487743872,0.013506753376688344
178,ZONE_SPLIT,19,0.10455227613806903,0.1040520260130065,0.05502751375687844,0.032016008004002
179,ZONE_VORONOI,19,0.04102051025512756,0.04052026013006503,0.02351175587793897,0.014007003501750876
0,WANDERING,0,0.5032516258129065,0.5027513756878439,0.17058529264632316,0.08604302151075538
1,GREEDY,0,0.30815407703851927,0.3076538269134567,0.24462231115557778,0.022511255627813906
2,FRONTIER,0,0.04202101050525263,0.0415207603801901,0.027013506753376687,0.017008504252126064
3,GREEDY_FRONTIER,0,0.04952476238119059,0.04902451225612806,0.03151575787893947,0.018009004502251125
4,FRONTIER_ASSIST,0,0.04202101050525263,0.0415207603801901,0.027013506753376687,0.017008504252126064
5,SCOUT,0,0.04202101050525263,0.0415207603801901,0.026013006503251626,0.01900950475237619
6,FRONTIER_CENTRAL_GREEDY,0,0.054027013506753374,0.053526763381690844,0.026513256628314157,0.017508754377188594
7,ZONE_SPLIT,0,0.18859429714857429,0.18809404702351176,0.128064032016008,0.05002501250625312
8,ZONE_VORONOI,0,0.03801900950475238,0.03751875937968985,0.027013506753376687,0.02051025512756378
9,WANDERING,1,0.6828414207103551,0.6823411705852926,0.2571285642821411,0.11455727863931967
10,GREEDY,1,0.20410205102551277,0.2036018009004502,0.03951975987993997,0.018509254627313655
11,FRONTIER,1,0.04302151075537769,0.04252126063031516,0.026513256628314157,0.01900950475237619
12,GREEDY_FRONTIER,1,0.03601800900450225,0.03551775887943972,0.02351175587793897,0.017508754377188594
13,FRONTIER_ASSIST,1,0.04302151075537769,0.04252126063031516,0.026513256628314157,0.01900950475237619
14,SCOUT,1,0.03551775887943972,0.03501750875437719,0.025512756378189096,0.018509254627313655
15,FRONTIER_CENTRAL_GREEDY,1,0.03551775887943972,0.03501750875437719,0.025512756378189096,0.018009004502251125
16,ZONE_SPLIT,1,0.054527263631815905,0.054027013506753374,0.03301650825412707,0.02451225612806403
17,ZONE_VORONOI,1,0.04402201100550275,0.04352176088044022,0.029514757378689346,0.018009004502251125
18,WANDERING,2,0.6823411705852926,0.6818409204602301,0.192096048024012,0.09154577288644322
19,GREEDY,2,0.23711855927963982,0.2366183091545773,0.09654827413706854,0.06253126563281641
20,FRONTIER,2,0.03651825912956478,0.03601800900450225,0.02501250625312656,0.017008504252126064
21,GREEDY_FRONTIER,2,0.04302151075537769,0.04252126063031516,0.03501750875437719,0.02451225612806403
22,FRONTIER_ASSIST,2,0.03651825912956478,0.03601800900450225,0.02501250625312656,0.017008504252126064
23,SCOUT,2,0.04702351175587794,0.04652326163081541,0.03251625812906453,0.021510755377688845
24,FRONTIER_CENTRAL_GREEDY,2,0.03451725862931466,0.03401700850425213,0.0240120060030015,0.017508754377188594
25,ZONE_SPLIT,2,0.057028514257128564,0.05652826413206603,0.04302151075537769,0.026513256628314157
26,ZONE_VORONOI,2,0.0335167583791896,0.03301650825412707,0.02451225612806403,0.018509254627313655
27,WANDERING,3,0.5947973986993497,0.5942971485742872,0.2256128064032016,0.11955977988994497
28,GREEDY,3,0.096048024012006,0.09554777388694347,0.057528764382191094,0.04052026013006503
29,FRONTIER,3,0.03651825912956478,0.03601800900450225,0.026013006503251626,0.01950975487743872
30,GREEDY_FRONTIER,3,0.04652326163081541,0.04602301150575288,0.03601800900450225,0.0240120060030015
31,FRONTIER_ASSIST,3,0.03651825912956478,0.03601800900450225,0.026013006503251626,0.01950975487743872
32,SCOUT,3,0.05552776388194097,0.05502751375687844,0.03401700850425213,0.0240120060030015
33,FRONTIER_CENTRAL_GREEDY,3,0.05052526263131566,0.05002501250625312,0.03501750875437719,0.021510755377688845
34,ZONE_SPLIT,3,0.06603301650825413,0.0655327663831916,0.04502251125562781,0.029014507253626812
35,ZONE_VORONOI,3,0.04052026013006503,0.0400200100050025,0.02751375687843922,0.01950975487743872
36,WANDERING,4,,1.0,0.17858929464732365,0.09704852426213106
37,GREEDY,4,0.07953976988494248,0.07903951975987994,0.05202601300650325,0.022011005502751375
38,FRONTIER,4,0.04452226113056528,0.04402201100550275,0.027013506753376687,0.017508754377188594
39,GREEDY_FRONTIER,4,0.05002501250625312,0.04952476238119059,0.032016008004002,0.018509254627313655
40,FRONTIER_ASSIST,4,0.04452226113056528,0.04402201100550275,0.027013506753376687,0.017508754377188594
41,SCOUT,4,0.04302151075537769,0.04252126063031516,0.03151575787893947,0.022511255627813906
42,FRONTIER_CENTRAL_GREEDY,4,0.09254627313656828,0.09204602301150576,0.029014507253626812,0.017508754377188594
43,ZONE_SPLIT,4,0.06253126563281641,0.062031015507753876,0.04552276138069034,0.02751375687843922
44,ZONE_VORONOI,4,0.06653326663331666,0.06603301650825413,0.030015007503751877,0.018009004502251125
45,WANDERING,5,0.6438219109554777,0.6433216608304152,0.16358179089544772,0.09154577288644322
46,GREEDY,5,0.1615807903951976,0.16108054027013508,0.12906453226613307,0.0400200100050025
47,FRONTIER,5,0.03901950975487744,0.03851925962981491,0.02751375687843922,0.017508754377188594
48,GREEDY_FRONTIER,5,0.04652326163081541,0.04602301150575288,0.03701850925462731,0.028514257128564282
49,FRONTIER_ASSIST,5,0.03901950975487744,0.03851925962981491,0.02751375687843922,0.017508754377188594
50,SCOUT,5,0.03951975987993997,0.03901950975487744,0.029514757378689346,0.02301150575287644
51,FRONTIER_CENTRAL_GREEDY,5,0.03951975987993997,0.03901950975487744,0.02801400700350175,0.018509254627313655
52,ZONE_SPLIT,5,,1.0,0.062031015507753876,0.04452226113056528
53,ZONE_VORONOI,5,0.04502251125562781,0.04452226113056528,0.029514757378689346,0.022511255627813906
54,WANDERING,6,0.5392696348174087,0.5387693846923461,0.1950975487743872,0.11555777888944473
55,GREEDY,6,0.8339169584792396,0.8334167083541771,0.05052526263131566,0.02451225612806403
56,FRONTIER,6,0.04202101050525263,0.0415207603801901,0.030015007503751877,0.017508754377188594
57,GREEDY_FRONTIER,6,0.04202101050525263,0.0415207603801901,0.029014507253626812,0.02001000500250125
58,FRONTIER_ASSIST,6,0.04252126063031516,0.04202101050525263,0.030015007503751877,0.017508754377188594
59,SCOUT,6,0.04702351175587794,0.04652326163081541,0.029514757378689346,0.02001000500250125
60,FRONTIER_CENTRAL_GREEDY,6,0.04352176088044022,0.04302151075537769,0.031015507753876938,0.022511255627813906
61,ZONE_SPLIT,6,0.06453226613306653,0.064032016008004,0.05002501250625312,0.03151575787893947
62,ZONE_VORONOI,6,0.04652326163081541,0.04602301150575288,0.027013506753376687,0.018509254627313655
63,WANDERING,7,0.656328164082041,0.6558279139569785,0.22661330665332666,0.10955477738869435
64,GREEDY,7,0.22311155577788894,0.2226113056528264,0.04652326163081541,0.029014507253626812
65,FRONTIER,7,0.031015507753876938,0.030515257628814407,0.02301150575287644,0.017008504252126064
66,GREEDY_FRONTIER,7,0.03701850925462731,0.03651825912956478,0.027013506753376687,0.021510755377688845
67,FRONTIER_ASSIST,7,0.031015507753876938,0.030515257628814407,0.02301150575287644,0.017008504252126064
68,SCOUT,7,0.04352176088044022,0.04302151075537769,0.030015007503751877,0.02051025512756378
69,FRONTIER_CENTRAL_GREEDY,7,0.031015507753876938,0.030515257628814407,0.02351175587793897,0.017508754377188594
70,ZONE_SPLIT,7,0.05902951475737869,0.058529264632316155,0.03851925962981491,0.030015007503751877
71,ZONE_VORONOI,7,0.04352176088044022,0.04302151075537769,0.026013006503251626,0.017508754377188594
72,WANDERING,8,,1.0,0.176088044022011,0.08904452226113056
73,GREEDY,8,0.08054027013506754,0.080040020010005,0.03501750875437719,0.021510755377688845
74,FRONTIER,8,0.03601800900450225,0.03551775887943972,0.02301150575287644,0.017008504252126064
75,GREEDY_FRONTIER,8,0.03651825912956478,0.03601800900450225,0.026513256628314157,0.018509254627313655
76,FRONTIER_ASSIST,8,0.03601800900450225,0.03551775887943972,0.02301150575287644,0.017008504252126064
77,SCOUT,8,0.03651825912956478,0.03601800900450225,0.025512756378189096,0.018509254627313655
78,FRONTIER_CENTRAL_GREEDY,8,0.0400200100050025,0.03951975987993997,0.022511255627813906,0.017008504252126064
79,ZONE_SPLIT,8,0.11755877938969485,0.11705852926463231,0.03801900950475238,0.0240120060030015
80,ZONE_VORONOI,8,0.03701850925462731,0.03651825912956478,0.0240120060030015,0.018009004502251125
81,WANDERING,9,,1.0,0.5597798899449725,0.2321160580290145
82,GREEDY,9,0.054027013506753374,0.053526763381690844,0.04202101050525263,0.030515257628814407
83,FRONTIER,9,0.0815407703851926,0.08104052026013006,0.04202101050525263,0.022011005502751375
84,GREEDY_FRONTIER,9,0.06253126563281641,0.062031015507753876,0.05302651325662831,0.02751375687843922
85,FRONTIER_ASSIST,9,0.08104052026013006,0.08054027013506754,0.04202101050525263,0.022011005502751375
86,SCOUT,9,0.09004502251125562,0.0895447723861931,0.06503251625812906,0.026013006503251626
87,FRONTIER_CENTRAL_GREEDY,9,0.04852426213106553,0.048024012006003,0.03851925962981491,0.021510755377688845
88,ZONE_SPLIT,9,0.14457228614307155,0.144072036018009,0.08754377188594298,0.04052026013006503
89,ZONE_VORONOI,9,0.07053526763381691,0.07003501750875438,0.04902451225612806,0.022511255627813906
90,WANDERING,10,0.5412706353176588,0.5407703851925963,0.16208104052026012,0.0945472736368184
91,GREEDY,10,0.46173086543271635,0.4612306153076538,0.03951975987993997,0.0240120060030015
92,FRONTIER,10,0.02751375687843922,0.027013506753376687,0.02051025512756378,0.016008004002001
93,GREEDY_FRONTIER,10,0.03301650825412707,0.03251625812906453,0.0240120060030015,0.017508754377188594
94,FRONTIER_ASSIST,10,0.02751375687843922,0.027013506753376687,0.02051025512756378,0.016008004002001
95,SCOUT,10,0.04052026013006503,0.0400200100050025,0.026513256628314157,0.018009004502251125
96,FRONTIER_CENTRAL_GREEDY,10,0.03301650825412707,0.03251625812906453,0.02301150575287644,0.017508754377188594
97,ZONE_SPLIT,10,0.0670335167583792,0.06653326663331666,0.03501750875437719,0.02751375687843922
98,ZONE_VORONOI,10,0.03551775887943972,0.03501750875437719,0.0240120060030015,0.018009004502251125
99,WANDERING,11,0.471735867933967,0.47123561780890444,0.14157078539269635,0.09054527263631816
100,GREEDY,11,0.10805402701350675,0.10755377688844422,0.04052026013006503,0.027013506753376687
101,FRONTIER,11,0.0335167583791896,0.03301650825412707,0.022511255627813906,0.015507753876938469
102,GREEDY_FRONTIER,11,0.04852426213106553,0.048024012006003,0.02451225612806403,0.01950975487743872
