Behaviour,Round,total100,total90,total75,total50
GREEDY,13,161,160,117,82
FRONTIER,13,69,68,44,36
GREEDY_FRONTIER,13,81,80,64,46
FRONTIER_ASSIST,13,69,68,44,36
SCOUT,13,85,84,59,43
FRONTIER_CENTRAL_GREEDY,13,67,66,46,36
ZONE_SPLIT,13,136,135,98,60
ZONE_VORONOI,13,72,71,50,36
WANDERING,14,1486,1485,320,182
GREEDY,14,381,380,163,62
FRONTIER,14,80,79,48,35
GREEDY_FRONTIER,14,78,77,60,41
FRONTIER_ASSIST,14,80,79,48,35
SCOUT,14,73,72,57,43
FRONTIER_CENTRAL_GREEDY,14,79,78,46,35
ZONE_SPLIT,14,119,118,83,60
ZONE_VORONOI,14,68,67,49,38
WANDERING,15,1664,1663,657,200
GREEDY,15,459,458,412,78
FRONTIER,15,59,58,43,35
GREEDY_FRONTIER,15,82,81,63,47
FRONTIER_ASSIST,15,59,58,43,35
SCOUT,15,70,69,52,41
FRONTIER_CENTRAL_GREEDY,15,64,63,48,35
ZONE_SPLIT,15,-1,1999,79,60
ZONE_VORONOI,15,59,58,47,38
WANDERING,16,1660,1659,395,204
GREEDY,16,464,463,208,56
FRONTIER,16,73,72,57,41
GREEDY_FRONTIER,16,63,62,50,40
FRONTIER_ASSIST,16,76,75,56,40
SCOUT,16,106,105,61,46
FRONTIER_CENTRAL_GREEDY,16,-1,1999,52,41
ZONE_SPLIT,16,122,121,89,65
ZONE_VORONOI,16,74,73,55,41
WANDERING,17,-1,1999,575,267
GREEDY,17,848,847,120,78
FRONTIER,17,66,65,51,35
GREEDY_FRONTIER,17,79,78,63,46
FRONTIER_ASSIST,17,66,65,51,35
SCOUT,17,80,79,62,45
FRONTIER_CENTRAL_GREEDY,17,75,74,59,38
ZONE_SPLIT,17,129,128,89,61
ZONE_VORONOI,17,82,81,60,41
WANDERING,18,-1,1999,513,308
GREEDY,18,169,168,84,59
FRONTIER,18,78,77,50,38
GREEDY_FRONTIER,18,76,75,55,41
FRONTIER_ASSIST,18,99,98,50,38
SCOUT,18,108,107,67,49
FRONTIER_CENTRAL_GREEDY,18,59,58,47,36
ZONE_SPLIT,18,115,114,78,56
ZONE_VORONOI,18,86,85,63,41
WANDERING,19,-1,1999,375,270
GREEDY,19,293,292,172,124
FRONTIER,19,54,53,45,35
GREEDY_FRONTIER,19,231,230,57,47
FRONTIER_ASSIST,19,54,53,45,35
SCOUT,19,76,75,55,45
FRONTIER_CENTRAL_GREEDY,19,60,59,46,36
ZONE_SPLIT,19,-1,-1,1999,76
ZONE_VORONOI,19,97,96,56,40
